Experiment,use_SMOTE,metric,model,target,#best hyperparameters,wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result
exp101-BD50-feature-set1-SMOTE,True,diff_precision,bayes_network,BD50,2,1.0,1.0,large
exp101-BD50-feature-set1-SMOTE,True,diff_recall,bayes_network,BD50,2,1.0,0.5,large
exp101-BD50-feature-set1-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,1.0,large
exp102-BD50-feature-set1-SMOTE,True,diff_f1,SVC,BD50,3,0.7928919108787373,0.3333333333333333,medium
exp102-BD50-feature-set1-SMOTE,True,diff_precision,SVC,BD50,3,0.7928919108787373,0.3333333333333333,medium
exp102-BD50-feature-set1-SMOTE,True,diff_recall,SVC,BD50,3,0.5,0.0,negligible
exp102-BD50-feature-set1-SMOTE,True,diff_auc,SVC,BD50,3,0.7928919108787373,0.3333333333333333,medium
exp102-BD50-feature-set1-SMOTE,True,diff_f1,knn_classifier,BD50,4,0.875,0.75,large
exp102-BD50-feature-set1-SMOTE,True,diff_precision,knn_classifier,BD50,4,0.9375,0.625,large
exp102-BD50-feature-set1-SMOTE,True,diff_recall,knn_classifier,BD50,4,0.5625,0.25,small
exp102-BD50-feature-set1-SMOTE,True,diff_auc,knn_classifier,BD50,4,0.875,0.625,large
exp102-BD50-feature-set1-SMOTE,True,diff_f1,logistic_regression,BD50,4,1.0,0.375,medium
exp102-BD50-feature-set1-SMOTE,True,diff_precision,logistic_regression,BD50,4,1.0,0.375,medium
exp102-BD50-feature-set1-SMOTE,True,diff_recall,logistic_regression,BD50,4,1.0,0.4375,medium
exp102-BD50-feature-set1-SMOTE,True,diff_auc,logistic_regression,BD50,4,1.0,0.375,medium
exp102-BD50-feature-set1-SMOTE,True,diff_f1,randomForest_classifier,BD50,10,0.9033203125,0.25,small
exp102-BD50-feature-set1-SMOTE,True,diff_precision,randomForest_classifier,BD50,10,0.9033203125,0.21,small
exp102-BD50-feature-set1-SMOTE,True,diff_recall,randomForest_classifier,BD50,10,0.75390625,0.24,small
exp102-BD50-feature-set1-SMOTE,True,diff_auc,randomForest_classifier,BD50,10,0.8837890625,0.26,small
exp102-BD50-feature-set1-SMOTE,True,diff_f1,mlp_classifier,BD50,8,0.84375,0.375,medium
exp102-BD50-feature-set1-SMOTE,True,diff_precision,mlp_classifier,BD50,8,0.90234375,0.28125,small
exp102-BD50-feature-set1-SMOTE,True,diff_recall,mlp_classifier,BD50,8,0.90234375,0.390625,medium
exp102-BD50-feature-set1-SMOTE,True,diff_auc,mlp_classifier,BD50,8,0.9082846905089109,0.171875,small
exp102-BD50-feature-set1-SMOTE,True,diff_f1,bayes_network,BD50,2,1.0,0.5,large
exp102-BD50-feature-set1-SMOTE,True,diff_precision,bayes_network,BD50,2,1.0,0.5,large
exp102-BD50-feature-set1-SMOTE,True,diff_recall,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp102-BD50-feature-set1-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,0.5,large
exp103-BD50-feature-set1-SMOTE,True,diff_f1,SVC,BD50,3,0.09072460386071024,-0.3333333333333333,medium
exp103-BD50-feature-set1-SMOTE,True,diff_precision,SVC,BD50,3,0.39463401306714063,-0.1111111111111111,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_recall,SVC,BD50,3,0.08678408327796083,-0.5555555555555556,large
exp103-BD50-feature-set1-SMOTE,True,diff_auc,SVC,BD50,3,0.09072460386071024,-0.3333333333333333,medium
exp103-BD50-feature-set1-SMOTE,True,diff_f1,knn_classifier,BD50,2,0.18554668476134878,-0.25,small
exp103-BD50-feature-set1-SMOTE,True,diff_precision,knn_classifier,BD50,2,0.18554668476134878,-0.25,small
exp103-BD50-feature-set1-SMOTE,True,diff_recall,knn_classifier,BD50,2,0.18554668476134878,-0.25,small
exp103-BD50-feature-set1-SMOTE,True,diff_auc,knn_classifier,BD50,2,0.18554668476134878,-0.25,small
exp103-BD50-feature-set1-SMOTE,True,diff_f1,logistic_regression,BD50,4,0.7751541010155545,0.0625,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_precision,logistic_regression,BD50,4,0.7751541010155545,0.0625,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_recall,logistic_regression,BD50,4,0.5,0.0,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_auc,logistic_regression,BD50,4,0.7751541010155545,0.0625,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_f1,randomForest_classifier,BD50,9,0.5,-0.1111111111111111,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_precision,randomForest_classifier,BD50,9,0.455078125,-0.2345679012345679,small
exp103-BD50-feature-set1-SMOTE,True,diff_recall,randomForest_classifier,BD50,9,0.8290104780200667,0.1728395061728395,small
exp103-BD50-feature-set1-SMOTE,True,diff_auc,randomForest_classifier,BD50,9,0.5,-0.1111111111111111,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_f1,mlp_classifier,BD50,9,nan,-1.0,large
exp103-BD50-feature-set1-SMOTE,True,diff_precision,mlp_classifier,BD50,9,nan,-1.0,large
exp103-BD50-feature-set1-SMOTE,True,diff_recall,mlp_classifier,BD50,9,0.8203125,0.25925925925925924,small
exp103-BD50-feature-set1-SMOTE,True,diff_auc,mlp_classifier,BD50,9,0.6388585186419039,0.012345679012345678,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_f1,bayes_network,BD50,2,0.18554668476134878,-0.25,small
exp103-BD50-feature-set1-SMOTE,True,diff_precision,bayes_network,BD50,2,0.18554668476134878,-0.25,small
exp103-BD50-feature-set1-SMOTE,True,diff_recall,bayes_network,BD50,2,0.5,0.0,negligible
exp103-BD50-feature-set1-SMOTE,True,diff_auc,bayes_network,BD50,2,0.18554668476134878,-0.25,small
exp104-BD50-feature-set1-SMOTE,True,diff_f1,SVC,BD50,3,0.2071080891212626,-0.1111111111111111,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_precision,SVC,BD50,3,0.7928919108787373,0.1111111111111111,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_recall,SVC,BD50,3,0.2071080891212626,-0.2222222222222222,small
exp104-BD50-feature-set1-SMOTE,True,diff_auc,SVC,BD50,3,0.2071080891212626,-0.1111111111111111,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_f1,knn_classifier,BD50,4,1.0,0.5,large
exp104-BD50-feature-set1-SMOTE,True,diff_precision,knn_classifier,BD50,4,1.0,0.75,large
exp104-BD50-feature-set1-SMOTE,True,diff_recall,knn_classifier,BD50,4,0.5625,0.0,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_auc,knn_classifier,BD50,4,1.0,0.625,large
exp104-BD50-feature-set1-SMOTE,True,diff_f1,logistic_regression,BD50,5,0.6062967546668654,0.0,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_precision,logistic_regression,BD50,5,0.6062967546668654,0.08,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_recall,logistic_regression,BD50,5,0.6082347511129452,-0.08,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_auc,logistic_regression,BD50,5,0.59375,-0.04,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_f1,randomForest_classifier,BD50,10,0.9033203125,0.29,small
exp104-BD50-feature-set1-SMOTE,True,diff_precision,randomForest_classifier,BD50,10,0.5771484375,0.03,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_recall,randomForest_classifier,BD50,10,1.0,0.74,large
exp104-BD50-feature-set1-SMOTE,True,diff_auc,randomForest_classifier,BD50,10,0.8388671875,0.2,small
exp104-BD50-feature-set1-SMOTE,True,diff_f1,mlp_classifier,BD50,9,nan,-1.0,large
exp104-BD50-feature-set1-SMOTE,True,diff_precision,mlp_classifier,BD50,9,nan,-1.0,large
exp104-BD50-feature-set1-SMOTE,True,diff_recall,mlp_classifier,BD50,9,0.7967353668537074,0.38271604938271603,medium
exp104-BD50-feature-set1-SMOTE,True,diff_auc,mlp_classifier,BD50,9,0.5,0.04938271604938271,negligible
exp104-BD50-feature-set1-SMOTE,True,diff_f1,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp104-BD50-feature-set1-SMOTE,True,diff_precision,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp104-BD50-feature-set1-SMOTE,True,diff_recall,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp104-BD50-feature-set1-SMOTE,True,diff_auc,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp105-BD50-feature-set1-SMOTE,True,diff_f1,SVC,BD50,3,0.7928919108787373,0.5555555555555556,large
exp105-BD50-feature-set1-SMOTE,True,diff_precision,SVC,BD50,3,0.7928919108787373,0.5555555555555556,large
exp105-BD50-feature-set1-SMOTE,True,diff_recall,SVC,BD50,3,0.7928919108787373,0.4444444444444444,medium
exp105-BD50-feature-set1-SMOTE,True,diff_auc,SVC,BD50,3,0.7928919108787373,0.5555555555555556,large
exp105-BD50-feature-set1-SMOTE,True,diff_f1,knn_classifier,BD50,4,0.875,0.625,large
exp105-BD50-feature-set1-SMOTE,True,diff_precision,knn_classifier,BD50,4,0.875,0.5,large
exp105-BD50-feature-set1-SMOTE,True,diff_recall,knn_classifier,BD50,4,0.875,0.5,large
exp105-BD50-feature-set1-SMOTE,True,diff_auc,knn_classifier,BD50,4,0.875,0.625,large
exp105-BD50-feature-set1-SMOTE,True,diff_f1,logistic_regression,BD50,5,1.0,0.52,large
exp105-BD50-feature-set1-SMOTE,True,diff_precision,logistic_regression,BD50,5,1.0,0.52,large
exp105-BD50-feature-set1-SMOTE,True,diff_recall,logistic_regression,BD50,5,1.0,0.44,medium
exp105-BD50-feature-set1-SMOTE,True,diff_auc,logistic_regression,BD50,5,1.0,0.52,large
exp105-BD50-feature-set1-SMOTE,True,diff_f1,randomForest_classifier,BD50,9,0.8984375,0.4567901234567901,medium
exp105-BD50-feature-set1-SMOTE,True,diff_precision,randomForest_classifier,BD50,9,0.91796875,0.43209876543209874,medium
exp105-BD50-feature-set1-SMOTE,True,diff_recall,randomForest_classifier,BD50,9,0.8984375,0.4567901234567901,medium
exp105-BD50-feature-set1-SMOTE,True,diff_auc,randomForest_classifier,BD50,9,0.8984375,0.43209876543209874,medium
exp105-BD50-feature-set1-SMOTE,True,diff_f1,mlp_classifier,BD50,8,nan,0.328125,small
exp105-BD50-feature-set1-SMOTE,True,diff_precision,mlp_classifier,BD50,8,0.19140625,0.046875,negligible
exp105-BD50-feature-set1-SMOTE,True,diff_recall,mlp_classifier,BD50,8,0.7359469373264677,0.25,small
exp105-BD50-feature-set1-SMOTE,True,diff_auc,mlp_classifier,BD50,8,0.5279087433747583,0.0625,negligible
exp105-BD50-feature-set1-SMOTE,True,diff_f1,bayes_network,BD50,2,1.0,0.5,large
exp105-BD50-feature-set1-SMOTE,True,diff_precision,bayes_network,BD50,2,1.0,1.0,large
exp105-BD50-feature-set1-SMOTE,True,diff_recall,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp105-BD50-feature-set1-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,0.5,large
exp106-BD50-feature-set2-SMOTE,True,diff_f1,SVC,BD50,5,0.7051807241867165,0.16,small
exp106-BD50-feature-set2-SMOTE,True,diff_precision,SVC,BD50,5,0.7051807241867165,0.04,negligible
exp106-BD50-feature-set2-SMOTE,True,diff_recall,SVC,BD50,5,0.708649008933026,0.12,negligible
exp106-BD50-feature-set2-SMOTE,True,diff_auc,SVC,BD50,5,0.7051807241867165,0.08,negligible
exp106-BD50-feature-set2-SMOTE,True,diff_f1,knn_classifier,BD50,2,1.0,1.0,large
exp106-BD50-feature-set2-SMOTE,True,diff_precision,knn_classifier,BD50,2,1.0,1.0,large
exp106-BD50-feature-set2-SMOTE,True,diff_recall,knn_classifier,BD50,2,0.8144533152386513,0.75,large
exp106-BD50-feature-set2-SMOTE,True,diff_auc,knn_classifier,BD50,2,1.0,1.0,large
exp106-BD50-feature-set2-SMOTE,True,diff_f1,logistic_regression,BD50,7,1.0,0.7959183673469388,large
exp106-BD50-feature-set2-SMOTE,True,diff_precision,logistic_regression,BD50,7,1.0,0.6326530612244898,large
exp106-BD50-feature-set2-SMOTE,True,diff_recall,logistic_regression,BD50,7,1.0,0.9795918367346939,large
exp106-BD50-feature-set2-SMOTE,True,diff_auc,logistic_regression,BD50,7,1.0,0.7959183673469388,large
exp106-BD50-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,BD50,10,0.9368605357226512,0.27,small
exp106-BD50-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,BD50,10,0.9927835880305791,0.63,large
exp106-BD50-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,BD50,10,0.003961387960289652,-0.69,large
exp106-BD50-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,BD50,10,0.9814453125,0.38,medium
exp106-BD50-feature-set2-SMOTE,True,diff_f1,mlp_classifier,BD50,9,0.962890625,0.4567901234567901,medium
exp106-BD50-feature-set2-SMOTE,True,diff_precision,mlp_classifier,BD50,9,0.751953125,0.012345679012345678,negligible
exp106-BD50-feature-set2-SMOTE,True,diff_recall,mlp_classifier,BD50,9,1.0,0.5555555555555556,large
exp106-BD50-feature-set2-SMOTE,True,diff_auc,mlp_classifier,BD50,9,0.97265625,0.43209876543209874,medium
exp106-BD50-feature-set2-SMOTE,True,diff_f1,bayes_network,BD50,2,1.0,1.0,large
exp106-BD50-feature-set2-SMOTE,True,diff_precision,bayes_network,BD50,2,1.0,1.0,large
exp106-BD50-feature-set2-SMOTE,True,diff_recall,bayes_network,BD50,2,1.0,1.0,large
exp106-BD50-feature-set2-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,1.0,large
exp107-BD50-feature-set2-SMOTE,True,diff_f1,SVC,BD50,6,0.15625,-0.2777777777777778,small
exp107-BD50-feature-set2-SMOTE,True,diff_precision,SVC,BD50,6,0.15625,-0.16666666666666666,small
exp107-BD50-feature-set2-SMOTE,True,diff_recall,SVC,BD50,6,0.05742480463164306,-0.3055555555555556,small
exp107-BD50-feature-set2-SMOTE,True,diff_auc,SVC,BD50,6,0.15625,-0.2222222222222222,small
exp107-BD50-feature-set2-SMOTE,True,diff_f1,knn_classifier,BD50,3,1.0,1.0,large
exp107-BD50-feature-set2-SMOTE,True,diff_precision,knn_classifier,BD50,3,1.0,1.0,large
exp107-BD50-feature-set2-SMOTE,True,diff_recall,knn_classifier,BD50,3,1.0,1.0,large
exp107-BD50-feature-set2-SMOTE,True,diff_auc,knn_classifier,BD50,3,1.0,1.0,large
exp107-BD50-feature-set2-SMOTE,True,diff_f1,logistic_regression,BD50,8,0.99609375,0.59375,large
exp107-BD50-feature-set2-SMOTE,True,diff_precision,logistic_regression,BD50,8,1.0,0.53125,large
exp107-BD50-feature-set2-SMOTE,True,diff_recall,logistic_regression,BD50,8,0.99609375,0.71875,large
exp107-BD50-feature-set2-SMOTE,True,diff_auc,logistic_regression,BD50,8,0.99609375,0.5625,large
exp107-BD50-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,BD50,9,0.5,-0.13580246913580246,negligible
exp107-BD50-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,BD50,9,0.8984375,0.30864197530864196,small
exp107-BD50-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,BD50,9,0.004454474134366317,-0.7654320987654321,large
exp107-BD50-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,BD50,9,0.673828125,0.06172839506172839,negligible
exp107-BD50-feature-set2-SMOTE,True,diff_f1,mlp_classifier,BD50,8,0.97265625,0.34375,medium
exp107-BD50-feature-set2-SMOTE,True,diff_precision,mlp_classifier,BD50,8,0.47265625,-0.09375,negligible
exp107-BD50-feature-set2-SMOTE,True,diff_recall,mlp_classifier,BD50,8,0.99609375,0.609375,large
exp107-BD50-feature-set2-SMOTE,True,diff_auc,mlp_classifier,BD50,8,0.735693937372156,0.203125,small
exp107-BD50-feature-set2-SMOTE,True,diff_f1,bayes_network,BD50,2,1.0,0.5,large
exp107-BD50-feature-set2-SMOTE,True,diff_precision,bayes_network,BD50,2,0.18554668476134878,-0.25,small
exp107-BD50-feature-set2-SMOTE,True,diff_recall,bayes_network,BD50,2,1.0,0.75,large
exp107-BD50-feature-set2-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,0.5,large
exp108-BD50-feature-set2-SMOTE,True,diff_f1,SVC,BD50,5,0.4453729004660332,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_precision,SVC,BD50,5,0.4453729004660332,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_recall,SVC,BD50,5,0.5,0.04,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_auc,SVC,BD50,5,0.4453729004660332,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_f1,knn_classifier,BD50,2,0.75,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_precision,knn_classifier,BD50,2,1.0,0.5,large
exp108-BD50-feature-set2-SMOTE,True,diff_recall,knn_classifier,BD50,2,0.5,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_auc,knn_classifier,BD50,2,0.75,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_f1,logistic_regression,BD50,5,0.96875,0.52,large
exp108-BD50-feature-set2-SMOTE,True,diff_precision,logistic_regression,BD50,5,0.96875,0.6,large
exp108-BD50-feature-set2-SMOTE,True,diff_recall,logistic_regression,BD50,5,0.96875,0.64,large
exp108-BD50-feature-set2-SMOTE,True,diff_auc,logistic_regression,BD50,5,0.96875,0.52,large
exp108-BD50-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,BD50,10,0.080078125,-0.4,medium
exp108-BD50-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,BD50,10,0.9677734375,0.24,small
exp108-BD50-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,BD50,10,0.00949057704749146,-0.77,large
exp108-BD50-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,BD50,10,0.1875,-0.2,small
exp108-BD50-feature-set2-SMOTE,True,diff_f1,mlp_classifier,BD50,9,0.875,0.2839506172839506,small
exp108-BD50-feature-set2-SMOTE,True,diff_precision,mlp_classifier,BD50,9,0.673828125,0.037037037037037035,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_recall,mlp_classifier,BD50,9,0.951171875,0.37037037037037035,medium
exp108-BD50-feature-set2-SMOTE,True,diff_auc,mlp_classifier,BD50,9,0.849609375,0.25925925925925924,small
exp108-BD50-feature-set2-SMOTE,True,diff_f1,bayes_network,BD50,2,0.5,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_precision,bayes_network,BD50,2,0.5,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_recall,bayes_network,BD50,2,0.5,0.0,negligible
exp108-BD50-feature-set2-SMOTE,True,diff_auc,bayes_network,BD50,2,0.5,0.0,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_f1,SVC,BD50,5,0.029529114545268353,-0.16,small
exp109-BD50-feature-set2-SMOTE,True,diff_precision,SVC,BD50,5,0.029529114545268353,-0.16,small
exp109-BD50-feature-set2-SMOTE,True,diff_recall,SVC,BD50,5,0.4453729004660332,0.0,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_auc,SVC,BD50,5,0.03125,-0.2,small
exp109-BD50-feature-set2-SMOTE,True,diff_f1,knn_classifier,BD50,2,1.0,1.0,large
exp109-BD50-feature-set2-SMOTE,True,diff_precision,knn_classifier,BD50,2,1.0,1.0,large
exp109-BD50-feature-set2-SMOTE,True,diff_recall,knn_classifier,BD50,2,0.8144533152386513,0.25,small
exp109-BD50-feature-set2-SMOTE,True,diff_auc,knn_classifier,BD50,2,1.0,1.0,large
exp109-BD50-feature-set2-SMOTE,True,diff_f1,logistic_regression,BD50,7,0.9461555518536324,0.10204081632653061,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_precision,logistic_regression,BD50,7,0.9461555518536324,0.10204081632653061,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_recall,logistic_regression,BD50,7,0.7524571218699653,0.1836734693877551,small
exp109-BD50-feature-set2-SMOTE,True,diff_auc,logistic_regression,BD50,7,0.9620365185087212,0.16326530612244897,small
exp109-BD50-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,BD50,10,0.24609375,-0.05,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,BD50,10,0.75390625,0.19,small
exp109-BD50-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,BD50,10,0.006115321070325797,-0.45,medium
exp109-BD50-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,BD50,10,0.4228515625,-0.06,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_f1,mlp_classifier,BD50,8,0.9609375,0.21875,small
exp109-BD50-feature-set2-SMOTE,True,diff_precision,mlp_classifier,BD50,8,0.07421875,-0.28125,small
exp109-BD50-feature-set2-SMOTE,True,diff_recall,mlp_classifier,BD50,8,1.0,0.84375,large
exp109-BD50-feature-set2-SMOTE,True,diff_auc,mlp_classifier,BD50,8,0.7793957402470613,0.078125,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_f1,bayes_network,BD50,2,0.5,0.0,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_precision,bayes_network,BD50,2,0.5,0.0,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_recall,bayes_network,BD50,2,0.5,0.0,negligible
exp109-BD50-feature-set2-SMOTE,True,diff_auc,bayes_network,BD50,2,0.5,0.0,negligible
exp110-BD50-feature-set2-SMOTE,True,diff_f1,SVC,BD50,7,0.0234375,-0.3469387755102041,medium
exp110-BD50-feature-set2-SMOTE,True,diff_precision,SVC,BD50,7,0.1875,-0.14285714285714285,negligible
exp110-BD50-feature-set2-SMOTE,True,diff_recall,SVC,BD50,7,0.017143983986795872,-0.2857142857142857,small
exp110-BD50-feature-set2-SMOTE,True,diff_auc,SVC,BD50,7,0.0546875,-0.1836734693877551,small
exp110-BD50-feature-set2-SMOTE,True,diff_f1,knn_classifier,BD50,2,1.0,1.0,large
exp110-BD50-feature-set2-SMOTE,True,diff_precision,knn_classifier,BD50,2,1.0,1.0,large
exp110-BD50-feature-set2-SMOTE,True,diff_recall,knn_classifier,BD50,2,1.0,1.0,large
exp110-BD50-feature-set2-SMOTE,True,diff_auc,knn_classifier,BD50,2,1.0,1.0,large
exp110-BD50-feature-set2-SMOTE,True,diff_f1,logistic_regression,BD50,7,1.0,0.5510204081632653,large
exp110-BD50-feature-set2-SMOTE,True,diff_precision,logistic_regression,BD50,7,1.0,0.46938775510204084,medium
exp110-BD50-feature-set2-SMOTE,True,diff_recall,logistic_regression,BD50,7,0.9891116461244644,0.6122448979591837,large
exp110-BD50-feature-set2-SMOTE,True,diff_auc,logistic_regression,BD50,7,1.0,0.5102040816326531,large
exp110-BD50-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,BD50,9,0.962890625,0.345679012345679,medium
exp110-BD50-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,BD50,9,0.994140625,0.5679012345679012,large
exp110-BD50-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,BD50,9,0.001953125,-0.5185185185185185,large
exp110-BD50-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,BD50,9,0.990234375,0.4444444444444444,medium
exp110-BD50-feature-set2-SMOTE,True,diff_f1,mlp_classifier,BD50,9,0.09625878621823569,-0.2962962962962963,small
exp110-BD50-feature-set2-SMOTE,True,diff_precision,mlp_classifier,BD50,9,0.061767126876284745,-0.32098765432098764,small
exp110-BD50-feature-set2-SMOTE,True,diff_recall,mlp_classifier,BD50,9,0.5707068993316804,-0.024691358024691357,negligible
exp110-BD50-feature-set2-SMOTE,True,diff_auc,mlp_classifier,BD50,9,0.14316029839652966,-0.2222222222222222,small
exp110-BD50-feature-set2-SMOTE,True,diff_f1,bayes_network,BD50,2,1.0,0.5,large
exp110-BD50-feature-set2-SMOTE,True,diff_precision,bayes_network,BD50,2,0.8144533152386513,0.25,small
exp110-BD50-feature-set2-SMOTE,True,diff_recall,bayes_network,BD50,2,1.0,1.0,large
exp110-BD50-feature-set2-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,0.5,large
exp111-BD50-feature-set3-SMOTE,True,diff_f1,SVC,BD50,5,0.9112350737939232,0.24,small
exp111-BD50-feature-set3-SMOTE,True,diff_precision,SVC,BD50,5,0.9112350737939232,0.24,small
exp111-BD50-feature-set3-SMOTE,True,diff_recall,SVC,BD50,5,0.6577650894874223,0.0,negligible
exp111-BD50-feature-set3-SMOTE,True,diff_auc,SVC,BD50,5,0.96875,0.28,small
exp111-BD50-feature-set3-SMOTE,True,diff_f1,knn_classifier,BD50,4,0.4375,-0.125,negligible
exp111-BD50-feature-set3-SMOTE,True,diff_precision,knn_classifier,BD50,4,1.0,0.375,medium
exp111-BD50-feature-set3-SMOTE,True,diff_recall,knn_classifier,BD50,4,0.0625,-0.8125,large
exp111-BD50-feature-set3-SMOTE,True,diff_auc,knn_classifier,BD50,4,0.8125,0.125,negligible
exp111-BD50-feature-set3-SMOTE,True,diff_f1,logistic_regression,BD50,5,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_precision,logistic_regression,BD50,5,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_recall,logistic_regression,BD50,5,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_auc,logistic_regression,BD50,5,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_f1,randomForest_classifier,BD50,9,1.0,0.6790123456790124,large
exp111-BD50-feature-set3-SMOTE,True,diff_precision,randomForest_classifier,BD50,9,0.951171875,0.43209876543209874,medium
exp111-BD50-feature-set3-SMOTE,True,diff_recall,randomForest_classifier,BD50,9,0.99609375,0.7283950617283951,large
exp111-BD50-feature-set3-SMOTE,True,diff_auc,randomForest_classifier,BD50,9,0.998046875,0.6049382716049383,large
exp111-BD50-feature-set3-SMOTE,True,diff_f1,mlp_classifier,BD50,7,1.0,0.5918367346938775,large
exp111-BD50-feature-set3-SMOTE,True,diff_precision,mlp_classifier,BD50,7,0.34375,-0.061224489795918366,negligible
exp111-BD50-feature-set3-SMOTE,True,diff_recall,mlp_classifier,BD50,7,0.984375,0.5714285714285714,large
exp111-BD50-feature-set3-SMOTE,True,diff_auc,mlp_classifier,BD50,7,1.0,0.3877551020408163,medium
exp111-BD50-feature-set3-SMOTE,True,diff_f1,bayes_network,BD50,2,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_precision,bayes_network,BD50,2,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_recall,bayes_network,BD50,2,1.0,1.0,large
exp111-BD50-feature-set3-SMOTE,True,diff_auc,bayes_network,BD50,2,1.0,1.0,large
exp112-BD50-feature-set3-SMOTE,True,diff_f1,SVC,BD50,6,0.046875,-0.3888888888888889,medium
exp112-BD50-feature-set3-SMOTE,True,diff_precision,SVC,BD50,6,0.03125,-0.2777777777777778,small
exp112-BD50-feature-set3-SMOTE,True,diff_recall,SVC,BD50,6,0.1042064018420743,-0.19444444444444445,small
exp112-BD50-feature-set3-SMOTE,True,diff_auc,SVC,BD50,6,0.046875,-0.2777777777777778,small
exp112-BD50-feature-set3-SMOTE,True,diff_f1,knn_classifier,BD50,3,0.125,-1.0,large
exp112-BD50-feature-set3-SMOTE,True,diff_precision,knn_classifier,BD50,3,0.125,-0.5555555555555556,large
exp112-BD50-feature-set3-SMOTE,True,diff_recall,knn_classifier,BD50,3,0.125,-1.0,large
exp112-BD50-feature-set3-SMOTE,True,diff_auc,knn_classifier,BD50,3,0.125,-1.0,large
exp112-BD50-feature-set3-SMOTE,True,diff_f1,logistic_regression,BD50,6,0.34375,-0.16666666666666666,small
